timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
0.0,0.2335698820590619,0.260178237643146,0.9348209099364234,-31.158222257878535,-41.60509541345159,-18.398833974112947,1.0
0.02,-0.1618843197109263,0.20915834015807366,0.9955730560504713,-29.29552180402942,-58.03583770589165,36.177975806743355,1.0
0.04,-0.012627781815071605,0.13391432681815313,1.0041602673804266,24.698144401938183,20.928143604228477,34.856992045046546,1.0
0.06,-0.25794746285577835,-0.0944809423907717,0.8478854040002181,-11.058278574803953,8.469148053651981,5.286771918548844,1.0
0.08,-0.08298263579077389,-0.30511363800279406,1.1194758827170768,15.784791298453989,10.565176095568745,-18.227888738494812,1.0
0.1,-0.06184558595228573,-0.09408161347705692,1.1450300285358888,-33.6813479286049,31.20316304365221,16.851370260948592,1.0
0.12,0.020417537912122627,0.3416764804345673,1.0923324550591116,2.832547669596415,-13.348223281357729,19.63978726683948,1.0
0.14,0.12418697080680245,-0.013597215855893886,0.9546972923331674,-9.902289421446792,5.933057309088146,6.210813570492278,1.0
0.16,-0.2921731052595904,-0.20896424174857492,0.8807752832398101,-50.35330510967365,40.182207122634495,53.4851871703099,1.0
0.18,0.18945878006712805,-0.2724345515970423,0.9768178855594406,6.753379164816565,25.32234170826105,-29.378670634277864,1.0
0.2,0.25798676445613145,0.12039738869342742,1.1786752093559427,30.922656426340595,33.067501178469215,-9.916717723785178,1.0
0.22,0.11081486512058308,0.0235401535361017,0.8672221629570546,-25.516077235695224,47.680416526638844,-12.577839287386881,1.0
0.24,0.11638255001875675,-0.13570196384594252,0.8943412499377817,-46.39408770165413,15.834342143415167,9.919123191307824,1.0
0.26,-0.13234730985740314,0.006167138659839777,1.1419730038587552,-22.29150349136028,-16.939027536059672,0.8048244244945044,1.0
0.28,0.2589115169069877,0.1734013993950396,0.9490800302889859,39.59579606256686,44.14956069608638,32.79417941226937,1.0
0.3,0.03417412074063637,0.24151716633947257,0.8859111578665814,-21.199295607820922,-43.3777967336774,19.866444396044166,1.0
0.32,0.10806470961579746,-0.269287785888263,0.8955296450731405,12.907078640782341,19.530365515276657,29.28112663398297,1.0
0.34,-0.06284760940348155,0.1627544686680148,0.844664751690896,18.073063129774376,26.77591101933819,-37.34040259446223,1.0
0.36,-0.1190761771154085,0.23023676050602726,1.1690778040763783,-4.116785693056668,43.34898944823289,30.93655152519393,1.0
0.38,-0.22092634744620426,-0.2090011978871167,1.1254338774258017,-5.117856588454604,38.011864308994305,37.6142995715999,1.0
0.4,0.006677110456893152,-0.035487806437459204,0.8836481115325024,-15.142578697823504,11.771569404244147,-33.924752997150726,1.0
0.42,0.06649256872070498,0.09512960688594495,0.9099916316542102,7.105606772529319,-34.62014413258458,33.58693228976382,1.0
0.44,0.2223822896335312,0.1887317544801959,0.9093028482360161,43.82783528923425,-11.167116709337943,7.798502284120244,1.0
0.46,-0.10177835706481285,0.02841624974868818,1.062428551938965,-52.56595687462467,50.812838754363256,-36.17650841614236,1.0
0.48,-0.12259653947698457,-0.21592438611063985,1.101102484335603,-39.74603539406115,-51.50448064377279,-28.834718594555518,1.0
